Row_Label,Row_Brier,Accuracy,Modality,Dataset_ID,Visualization_Type,Model,Row_Brier_raw,Accuracy_raw
Par-4D GPT,0.1019,0.8333333333,Par,4D,Arrow_Glyph,GPT,0.101900,0.8333333333
Vis-4D Gemini,0.45375,0.5,Vis,4D,Arrow_Glyph,Gemini,0.453750,0.5
Dat-4D Gemini,0.124167,0.8333333333,Dat,4D,Arrow_Glyph,Gemini,0.124167,0.8333333333
Par-4D Gemini,0.094167,0.8333333333,Par,4D,Arrow_Glyph,Gemini,0.094167,0.8333333333
Vis-4E Claude,0.103433,1.0,Vis,4E,Arrow_Glyph,Claude,0.103433,1
Dat-4E Claude,0.193,0.8333333333,Dat,4E,Arrow_Glyph,Claude,0.193000,0.8333333333
Par-4E Claude,0.044267,1.0,Par,4E,Arrow_Glyph,Claude,0.044267,1
Vis-4E GPT,0.0153,1.0,Vis,4E,Arrow_Glyph,GPT,0.015300,1
Dat-4E GPT,0.013567,1.0,Dat,4E,Arrow_Glyph,GPT,0.013567,1
Par-4E GPT,0.0874,0.8333333333,Par,4E,Arrow_Glyph,GPT,0.087400,0.8333333333
Vis-4E Gemini,0.139167,0.8333333333,Vis,4E,Arrow_Glyph,Gemini,0.139167,0.8333333333
Dat-4E Gemini,0.170417,0.8333333333,Dat,4E,Arrow_Glyph,Gemini,0.170417,0.8333333333
Par-4E Gemini,0.48375,0.5,Par,4E,Arrow_Glyph,Gemini,0.483750,0.5
Vis-4F Claude,0.088267,1.0,Vis,4F,Arrow_Glyph,Claude,0.088267,1
Dat-4F Claude,0.20625,0.6666666667,Dat,4F,Arrow_Glyph,Claude,0.206250,0.6666666667
Par-4F Claude,0.027583,1.0,Par,4F,Arrow_Glyph,Claude,0.027583,1
Vis-4F GPT,0.01305,1.0,Vis,4F,Arrow_Glyph,GPT,0.013050,1
Dat-4F GPT,0.1353,0.8333333333,Dat,4F,Arrow_Glyph,GPT,0.135300,0.8333333333
Par-4F GPT,0.12975,0.8333333333,Par,4F,Arrow_Glyph,GPT,0.129750,0.8333333333
Vis-4F Gemini,0.124583,0.8333333333,Vis,4F,Arrow_Glyph,Gemini,0.124583,0.8333333333
Dat-4F Gemini,0.317083,0.6666666667,Dat,4F,Arrow_Glyph,Gemini,0.317083,0.6666666667
Par-4F Gemini,0.285833,0.6666666667,Par,4F,Arrow_Glyph,Gemini,0.285833,0.6666666667
Vis-4G Claude,0.076583,1.0,Vis,4G,Arrow_Glyph,Claude,0.076583,1
Dat-4G Claude,0.058633,1.0,Dat,4G,Arrow_Glyph,Claude,0.058633,1
Par-4G Claude,0.039533,1.0,Par,4G,Arrow_Glyph,Claude,0.039533,1
Vis-4G GPT,0.091367,0.8333333333,Vis,4G,Arrow_Glyph,GPT,0.091367,0.8333333333
Dat-4G GPT,0.001167,1.0,Dat,4G,Arrow_Glyph,GPT,0.001167,1
Par-4G GPT,0.00165,1.0,Par,4G,Arrow_Glyph,GPT,0.001650,1
Vis-4G Gemini,0.00375,1.0,Vis,4G,Arrow_Glyph,Gemini,0.003750,1
Dat-4G Gemini,0.000417,1.0,Dat,4G,Arrow_Glyph,Gemini,0.000417,1
Par-4G Gemini,0.001667,1.0,Par,4G,Arrow_Glyph,Gemini,0.001667,1
Vis-4H Claude,0.11195,0.8333333333,Vis,4H,Arrow_Glyph,Claude,0.111950,0.8333333333
Dat-4H Claude,0.030067,1.0,Dat,4H,Arrow_Glyph,Claude,0.030067,1
Par-4H Claude,0.029933,1.0,Par,4H,Arrow_Glyph,Claude,0.029933,1
Vis-4H GPT,0.103783,0.8333333333,Vis,4H,Arrow_Glyph,GPT,0.103783,0.8333333333
Dat-4H GPT,0.005517,1.0,Dat,4H,Arrow_Glyph,GPT,0.005517,1
Par-4H GPT,0.004033,1.0,Par,4H,Arrow_Glyph,GPT,0.004033,1
Vis-4H Gemini,0.1675,0.8333333333,Vis,4H,Arrow_Glyph,Gemini,0.167500,0.8333333333
Dat-4H Gemini,0.004167,1.0,Dat,4H,Arrow_Glyph,Gemini,0.004167,1
Par-4H Gemini,0.000833,1.0,Par,4H,Arrow_Glyph,Gemini,0.000833,1
Vis-4I Claude,0.066117,0.8333333333,Vis,4I,Arrow_Glyph,Claude,0.066117,0.8333333333
Dat-4I Claude,0.0444,1.0,Dat,4I,Arrow_Glyph,Claude,0.044400,1
Par-4I Claude,0.044533,1.0,Par,4I,Arrow_Glyph,Claude,0.044533,1
Vis-4I GPT,0.136367,0.8333333333,Vis,4I,Arrow_Glyph,GPT,0.136367,0.8333333333
Dat-4I GPT,0.046267,1.0,Dat,4I,Arrow_Glyph,GPT,0.046267,1
Par-4I GPT,0.01375,1.0,Par,4I,Arrow_Glyph,GPT,0.013750,1
Vis-4I Gemini,0.0825,0.8333333333,Vis,4I,Arrow_Glyph,Gemini,0.082500,0.8333333333
Dat-4I Gemini,0.00375,1.0,Dat,4I,Arrow_Glyph,Gemini,0.003750,1
Par-4I Gemini,0.0,1.0,Par,4I,Arrow_Glyph,Gemini,0.000000,1
Vis-4J Claude,0.1071,0.8333333333,Vis,4J,Arrow_Glyph,Claude,0.107100,0.8333333333
Dat-4J Claude,0.018667,1.0,Dat,4J,Arrow_Glyph,Claude,0.018667,1
Par-4J Claude,0.043917,1.0,Par,4J,Arrow_Glyph,Claude,0.043917,1
Vis-4J GPT,0.009783,1.0,Vis,4J,Arrow_Glyph,GPT,0.009783,1
Dat-4J GPT,0.003617,1.0,Dat,4J,Arrow_Glyph,GPT,0.003617,1
Par-4J GPT,0.0022,1.0,Par,4J,Arrow_Glyph,GPT,0.002200,1
Vis-4J Gemini,0.4675,0.5,Vis,4J,Arrow_Glyph,Gemini,0.467500,0.5
Dat-4J Gemini,0.000417,1.0,Dat,4J,Arrow_Glyph,Gemini,0.000417,1
Par-4J Gemini,0.000417,1.0,Par,4J,Arrow_Glyph,Gemini,0.000417,1
